fqdn,recordType
floozle.umb.k-state.edu,A
quark.umb.k-state.edu,A
hectus.umb.k-state.edu,A
sisco.umb.k-state.edu,A
data.umb.k-state.edu,A
worf.umb.k-state.edu,A
laforge.umb.k-state.edu,A
dink.umb.k-state.edu,A
rescue.umb.k-state.edu,A
poobah.umb.k-state.edu,A
tekkie.umb.k-state.edu,A
questor.umb.k-state.edu,A
drftl.umb.k-state.edu,A
daneel.umb.k-state.edu,A
venus.umb.k-state.edu,A
mars.umb.k-state.edu,A
jupiter.umb.k-state.edu,A
saturn.umb.k-state.edu,A
uranus.umb.k-state.edu,A
neptune.umb.k-state.edu,A
pluto.umb.k-state.edu,A
sol.umb.k-state.edu,A
moon.umb.k-state.edu,A
io.umb.k-state.edu,A
europa.umb.k-state.edu,A
thallius.umb.k-state.edu,A
phobos.umb.k-state.edu,A
brg.umb.k-state.edu,A
warrior.umb.k-state.edu,A
rocky.umb.k-state.edu,A
bullwinkle.umb.k-state.edu,A
hedge.umb.k-state.edu,A
aspen.umb.k-state.edu,A
birch.umb.k-state.edu,A
redbud.umb.k-state.edu,A
lilac.umb.k-state.edu,A
buckeye.umb.k-state.edu,A
willow.umb.k-state.edu,A
elm.umb.k-state.edu,A
pine.umb.k-state.edu,A
ash.umb.k-state.edu,A
cedar.umb.k-state.edu,A
walnut.umb.k-state.edu,A
pecan.umb.k-state.edu,A
maple.umb.k-state.edu,A
hickory.umb.k-state.edu,A
oak.umb.k-state.edu,A
dogwood.umb.k-state.edu,A
fir.umb.k-state.edu,A
chestnut.umb.k-state.edu,A
poplar.umb.k-state.edu,A
chuck-b.umb.k-state.edu,A
linus.umb.k-state.edu,A
snoopy.umb.k-state.edu,A
wdstock.umb.k-state.edu,A
p-patty.umb.k-state.edu,A
lucy.umb.k-state.edu,A
marcie.umb.k-state.edu,A
sally.umb.k-state.edu,A
pig-pen.umb.k-state.edu,A
teacher.umb.k-state.edu,A
scooter.umb.k-state.edu,A
thor.umb.k-state.edu,A
odin.umb.k-state.edu,A
loki.umb.k-state.edu,A
athena.umb.k-state.edu,A
artemis.umb.k-state.edu,A
froeya.umb.k-state.edu,A
snookie.umb.k-state.edu,A
wimpy.umb.k-state.edu,A
popeye.umb.k-state.edu,A
brutis.umb.k-state.edu,A
emerald-city.umb.k-state.edu,A
uol.k-state.edu,A
www.uol.k-state.edu,A
vettestemail.k-state.edu,MX
autodiscover.vettestemail.k-state.edu,A
sip.vettestemail.k-state.edu,A
lyncdiscover.vettestemail.k-state.edu,A
msoid.vettestemail.k-state.edu,A
enterpriseregistration.vettestemail.k-state.edu,A
enterpriseenrollment.vettestemail.k-state.edu,A
_sip._tls.vettestemail.k-state.edu,SRV
_sipfederationtls._tcp.vettestemail.k-state.edu,SRV
vet.k-state.edu,MX
autodiscover.vet.k-state.edu,A
_sip._tls.vet.k-state.edu,SRV
_sipfederationtls._tcp.vet.k-state.edu,SRV
ads.vet.k-state.edu,A
apmac.vet.k-state.edu,A
ariel.vet.k-state.edu,A
vettritool.vet.k-state.edu,A
av.vet.k-state.edu,A
av2.vet.k-state.edu,A
camrelay.vet.k-state.edu,A
cats.vet.k-state.edu,A
centerforlivestockhealth.vet.k-state.edu,A
clh.vet.k-state.edu,A
csd1200-rm186.vet.k-state.edu,A
csd1200-rm175.vet.k-state.edu,A
csd4800-rm175.vet.k-state.edu,A
cvmtest.vet.k-state.edu,A
data.vet.k-state.edu,A
data1.vet.k-state.edu,A
dmp.vet.k-state.edu,A
dyknow.vet.k-state.edu,A
echo360.vet.k-state.edu,A
fms.vet.k-state.edu,A
ftp.vet.k-state.edu,A
geospatial.vet.k-state.edu,A
gis.vet.k-state.edu,A
gregpc1.vet.k-state.edu,A
gw.vet.k-state.edu,A
gw2.vet.k-state.edu,A
hybrid.vet.k-state.edu,A
imap.vet.k-state.edu,A
iweb.vet.k-state.edu,A
jsl.vet.k-state.edu,A
k-statecvm.vet.k-state.edu,A
lyncdiscover.vet.k-state.edu,A
mail.vet.k-state.edu,A
msoid.vet.k-state.edu,A
mysql.vet.k-state.edu,A
pacs.vet.k-state.edu,A
pop.vet.k-state.edu,A
ppcp.vet.k-state.edu,A
rad.vet.k-state.edu,A
sip.vet.k-state.edu,A
support.vet.k-state.edu,A
tech1.vet.k-state.edu,A
tech2.vet.k-state.edu,A
testsrv1.vet.k-state.edu,A
testsrv2.vet.k-state.edu,A
tms.vet.k-state.edu,A
u1.vet.k-state.edu,A
u2.vet.k-state.edu,A
usccah.vet.k-state.edu,A
www.usccah.vet.k-state.edu,A
vetcas.vet.k-state.edu,A
veticcmapp.vet.k-state.edu,A
veticcmdb1.vet.k-state.edu,A
veticcmstage.vet.k-state.edu,A
veticcmweb.vet.k-state.edu,A
vetmail.vet.k-state.edu,A
vetmain.vet.k-state.edu,A
vetpwm1.vet.k-state.edu,A
vetpwm2.vet.k-state.edu,A
vetvdl-scan.vet.k-state.edu,A
vetview.vet.k-state.edu,A
vetview2.vet.k-state.edu,A
vetvmth-sec.vet.k-state.edu,A
vhcpacs.vet.k-state.edu,A
vtads.vet.k-state.edu,MX
web1000.vet.k-state.edu,A
webmail.vet.k-state.edu,A
weispc.vet.k-state.edu,A
win08edge.vet.k-state.edu,A
vetmm.vet.k-state.edu,A
vetstar.vet.k-state.edu,A
ww2.vet.k-state.edu,A
www.vet.k-state.edu,A
vvtest.vet.k-state.edu,A
staphmac.path.vet.k-state.edu,A
staphlab.path.vet.k-state.edu,A
vcs-rt.pmc.vet.k-state.edu,A
pseru.k-state.edu,A
pseru.k-state.edu,MX
www.pseru.k-state.edu,A
success.k-state.edu,A
vetmail.trotnet.vet.k-state.edu,A
_nfsv4idmapdomain.unix.k-state.edu,TXT
pub1.unix.k-state.edu,A
pub2.unix.k-state.edu,A
gcg.unix.k-state.edu,A
gcg11.unix.k-state.edu,A
consult.unix.k-state.edu,A
nova.vcs-bus.vet.k-state.edu,A
web.k-state.edu,A
crp1.web.k-state.edu,A
www.crp1.web.k-state.edu,A
crp2.web.k-state.edu,A
www.crp2.web.k-state.edu,A
tscs.web.k-state.edu,A
www.tscs.web.k-state.edu,A
itsbar.web.k-state.edu,A
omebar.web.k-state.edu,A
sftp.web.k-state.edu,A
preview.web.k-state.edu,A
www.preview.web.k-state.edu,A
ou-dev.preview.web.k-state.edu,A
www.ou-dev.preview.web.k-state.edu,A
www-preview.web.k-state.edu,A
v10.preview.web.k-state.edu,A
www.v10.preview.web.k-state.edu,A
ou-dev.web.k-state.edu,A
webmail.k-state.edu,A
www.webmail.k-state.edu,A
m.webmail.k-state.edu,A
www.m.webmail.k-state.edu,A
weru.k-state.edu,A
wheat.k-state.edu,A
gizmit.wheat.k-state.edu,A
www.wheat.k-state.edu,A
grsc.wheat.k-state.edu,A
ftp.wheat.k-state.edu,A
wildcatradio.k-state.edu,A
www.wildcatradio.k-state.edu,A
win.k-state.edu,A
www.win.k-state.edu,A
wireless.k-state.edu,A
www.wireless.k-state.edu,A
beocat.k-state.edu,NS
ns-1.cis.k-state.edu,A
ns-2.cis.k-state.edu,A
ns-1.cs.k-state.edu,A
ns-2.cs.k-state.edu,A
dce.k-state.edu,A
accord.dce.k-state.edu,A
adi.dce.k-state.edu,A
alabama.dce.k-state.edu,A
alaska.dce.k-state.edu,A
aluminum.dce.k-state.edu,A
anegada.dce.k-state.edu,A
angelfish.dce.k-state.edu,A
antimony.dce.k-state.edu,A
argon.dce.k-state.edu,A
arizona.dce.k-state.edu,A
arsenic.dce.k-state.edu,A
atlantis.dce.k-state.edu,A
baracuda.dce.k-state.edu,A
beryllium.dce.k-state.edu,A
bigburner.dce.k-state.edu,A
binks.dce.k-state.edu,A
binks.dcedom.dce.k-state.edu,A
bobafett.dce.k-state.edu,A
bromine.dce.k-state.edu,A
cadmium.dce.k-state.edu,A
calcium.dce.k-state.edu,A
california.dce.k-state.edu,A
carbon.dce.k-state.edu,A
cc-101-hp8150dn.dce.k-state.edu,A
cc-123-hp8150dn.dce.k-state.edu,A
cc-13-hp5si.dce.k-state.edu,A
cc-13-lex2381.dce.k-state.edu,A
cc-13-savin2055.dce.k-state.edu,A
cc-13-savin2070.dce.k-state.edu,A
cc-13-xerox2240.dce.k-state.edu,A
cc-131-hp8150dn.dce.k-state.edu,A
cc-146-hp8150dn.dce.k-state.edu,A
cc-158-hp8150dn.dce.k-state.edu,A
cc-161-hp8kdn.dce.k-state.edu,A
cc-201-hp8kdn.dce.k-state.edu,A
cc-212-hp2250tn.dce.k-state.edu,A
cc-218-hp8150dn.dce.k-state.edu,A
cc-229-hp8150dn.dce.k-state.edu,A
cc-23-hp8kdn.dce.k-state.edu,A
cc-241-hp5si.dce.k-state.edu,A
cc-251-hp8150dn.dce.k-state.edu,A
cc-261-hp5si.dce.k-state.edu,A
cc-31-hp8kdn.dce.k-state.edu,A
cc-41-hp4si.dce.k-state.edu,A
cc-51-hp8kdn.dce.k-state.edu,A
cedarvale.dce.k-state.edu,A
chlorine.dce.k-state.edu,A
chromium.dce.k-state.edu,A
clark.dce.k-state.edu,A
cobalt.dce.k-state.edu,A
cognus.dce.k-state.edu,A
colorado.dce.k-state.edu,A
connecticut.dce.k-state.edu,A
coronado.dce.k-state.edu,A
copper.dce.k-state.edu,A
dagama.dce.k-state.edu,A
davenport.dce.k-state.edu,A
dc.dce.k-state.edu,A
dce-is-dom.dce.k-state.edu,A
dcedom.dce.k-state.edu,A
delaware.dce.k-state.edu,A
development1.dce.k-state.edu,A
devilstower.dce.k-state.edu,A
devilwood.dce.k-state.edu,A
dhcp1.dce.k-state.edu,A
dhcp10.dce.k-state.edu,A
dhcp2.dce.k-state.edu,A
dhcp3.dce.k-state.edu,A
dhcp4.dce.k-state.edu,A
dhcp5.dce.k-state.edu,A
dhcp6.dce.k-state.edu,A
dhcp7.dce.k-state.edu,A
dhcp8.dce.k-state.edu,A
dhcp9.dce.k-state.edu,A
douglas.dce.k-state.edu,A
dooku.dce.k-state.edu,A
drake.dce.k-state.edu,A
elmer.dce.k-state.edu,A
egypt.dce.k-state.edu,A
elgin.dce.k-state.edu,A
erik.dce.k-state.edu,A
florida.dce.k-state.edu,A
flounder.dce.k-state.edu,A
flux.dce.k-state.edu,A
fox.dce.k-state.edu,A
franklin.dce.k-state.edu,A
fremont.dce.k-state.edu,A
frobisher.dce.k-state.edu,A
gallium.dce.k-state.edu,A
gateway.dce.k-state.edu,A
georgia.dce.k-state.edu,A
gilbert.dce.k-state.edu,A
gold.dce.k-state.edu,A
goldfish.dce.k-state.edu,A
gpt1.dce.k-state.edu,A
greece.dce.k-state.edu,A
grouper.dce.k-state.edu,A
guam.dce.k-state.edu,A
hawaii.dce.k-state.edu,A
helium.dce.k-state.edu,A
hiawatha.dce.k-state.edu,A
hoth.dce.k-state.edu,A
hudson.dce.k-state.edu,A
hydrogen.dce.k-state.edu,A
idaho.dce.k-state.edu,A
illinois.dce.k-state.edu,A
impala.dce.k-state.edu,A
indiana.dce.k-state.edu,A
iowa.dce.k-state.edu,A
iridum.dce.k-state.edu,A
iron.dce.k-state.edu,A
italy.dce.k-state.edu,A
jabba.dce.k-state.edu,A
keats.dce.k-state.edu,A
kingfish.dce.k-state.edu,A
krypton.dce.k-state.edu,A
lancecreek.dce.k-state.edu,A
lando.dce.k-state.edu,A
lasalle.dce.k-state.edu,A
lawrence.dce.k-state.edu,A
leif.dce.k-state.edu,A
lewis.dce.k-state.edu,A
lionfish.dce.k-state.edu,A
louisiana.dce.k-state.edu,A
mac4.dce.k-state.edu,A
madagascar.dce.k-state.edu,A
magellan.dce.k-state.edu,A
manganese.dce.k-state.edu,A
maryland.dce.k-state.edu,A
maul.dce.k-state.edu,A
mayday.dce.k-state.edu,A
mercury.dce.k-state.edu,A
michigan.dce.k-state.edu,A
minneapolis.dce.k-state.edu,A
minnesota.dce.k-state.edu,A
mississippi.dce.k-state.edu,A
missouri.dce.k-state.edu,A
montana.dce.k-state.edu,A
ncarolina.dce.k-state.edu,A
ndakota.dce.k-state.edu,A
neon.dce.k-state.edu,A
nevada.dce.k-state.edu,A
newyork.dce.k-state.edu,A
nhampshire.dce.k-state.edu,A
nickel.dce.k-state.edu,A
nitrogen.dce.k-state.edu,A
njersey.dce.k-state.edu,A
nobelium.dce.k-state.edu,A
obiwan.dce.k-state.edu,A
ohio.dce.k-state.edu,A
oklahoma.dce.k-state.edu,A
oregon.dce.k-state.edu,A
oxygen.dce.k-state.edu,A
parrotfish.dce.k-state.edu,A
pathfinder.dce.k-state.edu,A
pennsylvania.dce.k-state.edu,A
pepe.dce.k-state.edu,A
perch.dce.k-state.edu,A
pizzaro.dce.k-state.edu,A
podunk.dce.k-state.edu,A
polycom.dce.k-state.edu,A
porkins.dce.k-state.edu,A
porky.dce.k-state.edu,A
potassium.dce.k-state.edu,A
quigon.dce.k-state.edu,A
r2d2.dce.k-state.edu,A
radium.dce.k-state.edu,A
rainbowfish.dce.k-state.edu,A
raleigh.dce.k-state.edu,A
redsnapper.dce.k-state.edu,A
register.dce.k-state.edu,A
revan.dce.k-state.edu,A
rhodeisland.dce.k-state.edu,A
roadrunner.dce.k-state.edu,A
sailfish.dce.k-state.edu,A
sam.dce.k-state.edu,A
samoa.dce.k-state.edu,A
sdakota.dce.k-state.edu,A
shipping.dce.k-state.edu,A
sidious.dce.k-state.edu,A
silver.dce.k-state.edu,A
skywalker.dce.k-state.edu,A
skywalker-2.dce.k-state.edu,A
speedy.dce.k-state.edu,A
sulfur.dce.k-state.edu,A
switzerland.dce.k-state.edu,A
swordfish.dce.k-state.edu,A
sylvester.dce.k-state.edu,A
tadpole.dce.k-state.edu,A
taz.dce.k-state.edu,A
tennessee.dce.k-state.edu,A
test1.dce.k-state.edu,A
test4.dce.k-state.edu,A
test5.dce.k-state.edu,A
texas.dce.k-state.edu,A
titanium.dce.k-state.edu,A
toyota.dce.k-state.edu,A
tweety.dce.k-state.edu,A
typho.dce.k-state.edu,A
uranium.dce.k-state.edu,A
utah.dce.k-state.edu,A
vader.dce.k-state.edu,A
vanadium.dce.k-state.edu,A
vegas.dce.k-state.edu,A
vermont.dce.k-state.edu,A
virginia.dce.k-state.edu,A
vision.dce.k-state.edu,A
vpn-jbambach.dce.k-state.edu,A
vpn-jdn4929.dce.k-state.edu,A
vpn-ryu.dce.k-state.edu,A
washington.dce.k-state.edu,A
webtrends.dce.k-state.edu,A
wvirginia.dce.k-state.edu,A
wyoming.dce.k-state.edu,A
yavin.dce.k-state.edu,A
yttrium.dce.k-state.edu,A
zebrafish.dce.k-state.edu,A
zirconium.dce.k-state.edu,A
conted.dce.k-state.edu,A
dia.dce.k-state.edu,A
emperor.dce.k-state.edu,A
ldap.dce.k-state.edu,A
mail.dce.k-state.edu,A
new.www.dce.k-state.edu,A
pop.dce.k-state.edu,A
smtp.dce.k-state.edu,A
survey.dce.dce.k-state.edu,A
surveys.dce.dce.k-state.edu,A
telenet2.dce.k-state.edu,A
webdev.www.dce.k-state.edu,A
www.dce.k-state.edu,A
www2.dce.k-state.edu,A
www.obiwan.dce.k-state.edu,A
yoda12.dce.k-state.edu,A
gallia.dce.k-state.edu,A
kenobi.dce.k-state.edu,A
windu.dce.k-state.edu,A
ns-1.dce.k-state.edu,A
dcens-1.dce.k-state.edu,A
cgi.dce.k-state.edu,A
dcens-2.dce.k-state.edu,A
ns-2.dce.k-state.edu,A
yoda.dce.k-state.edu,A
eis.dce.k-state.edu,A
ns-1.engg.k-state.edu,A
ns-2.engg.k-state.edu,A
hdmessage.k-state.edu,TXT
hdmessage.k-state.edu,SPF
hdk._domainkey.hdmessage.k-state.edu,TXT
_domainkey.hdmessage.k-state.edu,TXT
hdmessage.k-state.edu,A
hdkdlaa.hdmessage.k-state.edu,A
hdkdlab.hdmessage.k-state.edu,A
mx1.hdmessage.k-state.edu,A
mx2.hdmessage.k-state.edu,A
ns-1.erosion.k-state.edu,A
ns-2.erosion.k-state.edu,A
lib.k-state.edu,A
_nfsv4idmapdomain.lib.k-state.edu,TXT
113-harish-3665.lib.k-state.edu,A
118-daskey2787.lib.k-state.edu,A
118-dfe-4219.lib.k-state.edu,A
118jamenebk5581.lib.k-state.edu,A
129-yongli-2832.lib.k-state.edu,A
509-dsnbm-m6b1.lib.k-state.edu,A
509-ewm75-m6b1.lib.k-state.edu,A
509-mgrob-m6b1.lib.k-state.edu,A
509cawatehn9240.lib.k-state.edu,A
adapt.lib.k-state.edu,A
adm5.lib.k-state.edu,A
alma.lib.k-state.edu,A
apps.lib.k-state.edu,A
archivematica.lib.k-state.edu,A
ariel.lib.k-state.edu,A
ariel2.lib.k-state.edu,A
ariel3.lib.k-state.edu,A
aryan.lib.k-state.edu,A
batman.lib.k-state.edu,A
beta.lib.k-state.edu,A
bindery.lib.k-state.edu,A
brain.lib.k-state.edu,A
cal.lib.k-state.edu,A
catalog.lib.k-state.edu,A
catalog2.lib.k-state.edu,A
cathyl.lib.k-state.edu,A
chicken.lib.k-state.edu,A
circ.lib.k-state.edu,A
circ5si.lib.k-state.edu,A
clueless.lib.k-state.edu,A
cosmos.lib.k-state.edu,A
cow.lib.k-state.edu,A
dbtest.lib.k-state.edu,A
dev.lib.k-state.edu,A
digicoll.lib.k-state.edu,A
digital.lib.k-state.edu,A
donna-enc.lib.k-state.edu,A
dspace.lib.k-state.edu,A
eresource.lib.k-state.edu,A
er.lib.k-state.edu,A
error.lib.k-state.edu,A
errors.lib.k-state.edu,A
ertest.lib.k-state.edu,A
fbtest.lib.k-state.edu,A
fourkids.lib.k-state.edu,A
ftp.lib.k-state.edu,A
getit.lib.k-state.edu,A
gecko.lib.k-state.edu,A
ghost.lib.k-state.edu,A
grader.lib.k-state.edu,A
guest.lib.k-state.edu,A
guides.lib.k-state.edu,A
gumby.lib.k-state.edu,A
hal.lib.k-state.edu,A
hladmc.lib.k-state.edu,A
ildt5si.lib.k-state.edu,A
ildt8150.lib.k-state.edu,A
inst-print01.lib.k-state.edu,A
jeff.lib.k-state.edu,A
jive.lib.k-state.edu,A
josh.lib.k-state.edu,A
kats.lib.k-state.edu,A
ksualma.lib.k-state.edu,A
kswa1400.lib.k-state.edu,A
kyle.lib.k-state.edu,A
labs.lib.k-state.edu,A
lending.lib.k-state.edu,A
it.lib.k-state.edu,A
lib-dspace1.lib.k-state.edu,A
lib-sfx1.lib.k-state.edu,A
libtest.lib.k-state.edu,A
links.lib.k-state.edu,A
lnshp.lib.k-state.edu,A
lockss.lib.k-state.edu,A
lostpuppy.lib.k-state.edu,A
mccunej.lib.k-state.edu,A
migrate.lib.k-state.edu,A
monster.lib.k-state.edu,A
mrgw.lib.k-state.edu,A
morpheus.lib.k-state.edu,A
nebula.lib.k-state.edu,A
neo.lib.k-state.edu,A
neutron.lib.k-state.edu,A
northsparc.lib.k-state.edu,A
nova.lib.k-state.edu,A
npp.lib.k-state.edu,A
vps.npp.lib.k-state.edu,A
nuke.lib.k-state.edu,A
otisdb.lib.k-state.edu,A
placeholder-new-krex.lib.k-state.edu,A
polycom.lib.k-state.edu,A
staffnet.lib.k-state.edu,A
storman.lib.k-state.edu,A
pulsar.lib.k-state.edu,A
pinky.lib.k-state.edu,A
quasar.lib.k-state.edu,A
queso.lib.k-state.edu,A
refsci5si.lib.k-state.edu,A
rimrock.lib.k-state.edu,A
rpo.lib.k-state.edu,A
ryan.lib.k-state.edu,A
sai.lib.k-state.edu,A
salina.lib.k-state.edu,A
sci-print01.lib.k-state.edu,A
sci-print02.lib.k-state.edu,A
search.lib.k-state.edu,A
searchit.lib.k-state.edu,A
www.searchit.lib.k-state.edu,A
sfx.lib.k-state.edu,A
sochum5si.lib.k-state.edu,A
staff.lib.k-state.edu,A
staffcat.lib.k-state.edu,A
stewie.lib.k-state.edu,A
support.lib.k-state.edu,A
tanner.lib.k-state.edu,A
tools.lib.k-state.edu,A
trinity.lib.k-state.edu,A
vconf.lib.k-state.edu,A
voytest.lib.k-state.edu,A
voyager.lib.k-state.edu,A
wenyan.lib.k-state.edu,A
www.lib.k-state.edu,A
m.lib.k-state.edu,A
www2.lib.k-state.edu,A
www2-issa.lib.k-state.edu,A
www2-salina.lib.k-state.edu,A
www-preview.lib.k-state.edu,A
annex.lib.k-state.edu,A
annexlpr.lib.k-state.edu,A
lib-arc1.lib.k-state.edu,A
lib-samba.lib.k-state.edu,A
lib-samba1.lib.k-state.edu,A
samba.lib.k-state.edu,A
www.service.lib.k-state.edu,A
service.lib.k-state.edu,A
vista.lib.k-state.edu,A
itac.k-state.edu,TXT
itac.k-state.edu,A
main.itac.k-state.edu,A
www.itac.k-state.edu,A
itsforums.itac.k-state.edu,A
aniken.itac.k-state.edu,A
homework.itac.k-state.edu,A
instruct.itac.k-state.edu,A
terminator2.itac.k-state.edu,A
itnews.itac.k-state.edu,A
www.itnews.itac.k-state.edu,A
dav.itac.k-state.edu,A
stat.itac.k-state.edu,A
starlibrary.itac.k-state.edu,A
merlin.itac.k-state.edu,A
arthur.itac.k-state.edu,A
dinadin.itac.k-state.edu,A
gareth.itac.k-state.edu,A
cerdic.itac.k-state.edu,A
petroc.itac.k-state.edu,A
lancelot.itac.k-state.edu,A
igraine.itac.k-state.edu,A
frieda.itac.k-state.edu,A
dagonet.itac.k-state.edu,A
gildas.itac.k-state.edu,A
illtud.itac.k-state.edu,A
ironside.itac.k-state.edu,A
lavaine.itac.k-state.edu,A
riderrich.itac.k-state.edu,A
lynette.itac.k-state.edu,A
lucan.itac.k-state.edu,A
vinnie.itac.k-state.edu,A
galahad.itac.k-state.edu,A
ector.itac.k-state.edu,A
tristan.itac.k-state.edu,A
theoracle.itac.k-state.edu,A
agravain.itac.k-state.edu,A
bors.itac.k-state.edu,A
lionel.itac.k-state.edu,A
enid.itac.k-state.edu,A
bedivere.itac.k-state.edu,A
griflet.itac.k-state.edu,A
quest.itac.k-state.edu,A
lovel.itac.k-state.edu,A
dragon.itac.k-state.edu,A
oak.itac.k-state.edu,A
isc-mm.itac.k-state.edu,A
scan.itac.k-state.edu,A
ns1.itac.k-state.edu,A
cali.itac.k-state.edu,A
brett.itac.k-state.edu,A
itacvid.itac.k-state.edu,A
www-test.itac.k-state.edu,A
knowledgebase.itac.k-state.edu,A
fac.itac.k-state.edu,A
dev.itac.k-state.edu,A
eagle.itac.k-state.edu,A
ghost.itac.k-state.edu,A
ncc1701.itac.k-state.edu,A
dave.itac.k-state.edu,A
itacdev.itac.k-state.edu,A
itacserver1.itac.k-state.edu,A
cherry.itac.k-state.edu,A
jue.itac.k-state.edu,A
switch.itac.k-state.edu,A
trinity.itac.k-state.edu,A
comanche.lab.k-state.edu,A
zero.lab.k-state.edu,A
one.lab.k-state.edu,A
frieda.lab.k-state.edu,A
igraine.lab.k-state.edu,A
c587n21.lab.k-state.edu,A
c531n21.lab.k-state.edu,A
c523n21.lab.k-state.edu,A
c525n21.lab.k-state.edu,A
c569n21.lab.k-state.edu,A
c574n21.lab.k-state.edu,A
c562n21.lab.k-state.edu,A
c517n21.lab.k-state.edu,A
c539n21.lab.k-state.edu,A
c568n21.lab.k-state.edu,A
c522n21.lab.k-state.edu,A
c586n21.lab.k-state.edu,A
c577n21.lab.k-state.edu,A
c533n21.lab.k-state.edu,A
c530n21.lab.k-state.edu,A
c534n21.lab.k-state.edu,A
c537n21.lab.k-state.edu,A
c527n21.lab.k-state.edu,A
c573n21.lab.k-state.edu,A
c524n21.lab.k-state.edu,A
c528n21.lab.k-state.edu,A
c521n21.lab.k-state.edu,A
c571n21.lab.k-state.edu,A
c526n21.lab.k-state.edu,A
c529n21.lab.k-state.edu,A
c566n21.lab.k-state.edu,A
c546n21.lab.k-state.edu,A
c563n21.lab.k-state.edu,A
c565n21.lab.k-state.edu,A
c575n21.lab.k-state.edu,A
c572n21.lab.k-state.edu,A
c570n21.lab.k-state.edu,A
npnichols21.lab.k-state.edu,A
unix1s.lab.k-state.edu,A
unix2s.lab.k-state.edu,A
unix3s.lab.k-state.edu,A
unix4s.lab.k-state.edu,A
unix5s.lab.k-state.edu,A
unix6s.lab.k-state.edu,A
unix7s.lab.k-state.edu,A
unix8s.lab.k-state.edu,A
unix9s.lab.k-state.edu,A
unix10s.lab.k-state.edu,A
unix11s.lab.k-state.edu,A
unixtest.lab.k-state.edu,A
unix6d.lab.k-state.edu,A
unix1d.lab.k-state.edu,A
unix3d.lab.k-state.edu,A
unix4d.lab.k-state.edu,A
unix2d.lab.k-state.edu,A
unix5d.lab.k-state.edu,A
unix30h.lab.k-state.edu,A
c538d1.lab.k-state.edu,A
c504d1.lab.k-state.edu,A
c505d1.lab.k-state.edu,A
c501d1.lab.k-state.edu,A
c506d1.lab.k-state.edu,A
c502d1.lab.k-state.edu,A
c508d1.lab.k-state.edu,A
c535d1.lab.k-state.edu,A
c509d1.lab.k-state.edu,A
c536d1.lab.k-state.edu,A
c516d1.lab.k-state.edu,A
c503d1.lab.k-state.edu,A
c510d1.lab.k-state.edu,A
c511d1.lab.k-state.edu,A
c588d1.lab.k-state.edu,A
c513d1.lab.k-state.edu,A
c514d1.lab.k-state.edu,A
c507d1.lab.k-state.edu,A
c581d1.lab.k-state.edu,A
c578d1.lab.k-state.edu,A
c520d1.lab.k-state.edu,A
c567d1.lab.k-state.edu,A
c515d1.lab.k-state.edu,A
c579d1.lab.k-state.edu,A
c518d1.lab.k-state.edu,A
c519d1.lab.k-state.edu,A
c532d1.lab.k-state.edu,A
c583d1.lab.k-state.edu,A
c502d1.lab.k-state.edu,A
c401alc.lab.k-state.edu,A
c402alc.lab.k-state.edu,A
c403alc.lab.k-state.edu,A
c404alc.lab.k-state.edu,A
c405alc.lab.k-state.edu,A
c406alc.lab.k-state.edu,A
c407alc.lab.k-state.edu,A
c408alc.lab.k-state.edu,A
c411alc.lab.k-state.edu,A
c410alc.lab.k-state.edu,A
c409alc.lab.k-state.edu,A
c412alc.lab.k-state.edu,A
c413alc.lab.k-state.edu,A
c414alc.lab.k-state.edu,A
c415alc.lab.k-state.edu,A
c416alc.lab.k-state.edu,A
c417alc.lab.k-state.edu,A
c418alc.lab.k-state.edu,A
c419alc.lab.k-state.edu,A
c420alc.lab.k-state.edu,A
c421alc.lab.k-state.edu,A
c422alc.lab.k-state.edu,A
c423alc.lab.k-state.edu,A
c424alc.lab.k-state.edu,A
c551j325.lab.k-state.edu,A
c555j325.lab.k-state.edu,A
c547j325.lab.k-state.edu,A
c553j325.lab.k-state.edu,A
c540j325.lab.k-state.edu,A
c548j325.lab.k-state.edu,A
c560j325.lab.k-state.edu,A
c559j325.lab.k-state.edu,A
c549j325.lab.k-state.edu,A
c557j325.lab.k-state.edu,A
c544j325.lab.k-state.edu,A
c543j325.lab.k-state.edu,A
c561j325.lab.k-state.edu,A
c564j325.lab.k-state.edu,A
c558j325.lab.k-state.edu,A
c554j325.lab.k-state.edu,A
c556j325.lab.k-state.edu,A
c552j325.lab.k-state.edu,A
c542j325.lab.k-state.edu,A
c541j325.lab.k-state.edu,A
c550j325.lab.k-state.edu,A
gw.math.k-state.edu,A
me.k-state.edu,TXT
me.k-state.edu,SPF
www.me.k-state.edu,A
mailhost.me.k-state.edu,A
mne.k-state.edu,TXT
mne.k-state.edu,SPF
fm.mne.k-state.edu,A
imap.mne.k-state.edu,A
kiosk.mne.k-state.edu,A
