fqdn,recordType
fd-hub.net.k-state.edu,A
fhh-switch-0a-1.net.k-state.edu,A
fl-cns-switch.net.k-state.edu,A
fl-gw.net.k-state.edu,A
fl-lib-bridge.net.k-state.edu,A
fl-lib-switch-1.net.k-state.edu,A
fl-lib-switch-2.net.k-state.edu,A
fl-lib-switch-3.net.k-state.edu,A
fl-lib-switch-4.net.k-state.edu,A
fl-lib-switch-5.net.k-state.edu,A
fl-lib-switch-6.net.k-state.edu,A
fl-lib-switch-7.net.k-state.edu,A
fl-lib-switch-8.net.k-state.edu,A
fl-lib-switch-9.net.k-state.edu,A
fl-lib-switch-10.net.k-state.edu,A
fl-switch.net.k-state.edu,A
gal-hub.net.k-state.edu,A
gd-switch-0a-1.net.k-state.edu,A
forestry-bridge.net.k-state.edu,A
hh-hub.net.k-state.edu,A
hh-switch-0a-2.net.k-state.edu,A
hl-appliance-backupdirector-12-4.net.k-state.edu,A
hl-appliance-primarydirector-12-3.net.k-state.edu,A
hl-appliance-primaryf5-12-1.net.k-state.edu,A
hl-appliance-secondaryf5-12-2.net.k-state.edu,A
hl-dialup.net.k-state.edu,A
hl-router-009a-1.net.k-state.edu,A
hl-router-009a-2.net.k-state.edu,A
hl-router-12-1.net.k-state.edu,A
hl-switch-12-7.net.k-state.edu,A
hl-switch-12-8.net.k-state.edu,A
hl-switch-12-9.net.k-state.edu,A
hl-switch-3b-10.net.k-state.edu,A
hl-switch-4a-2.net.k-state.edu,A
hl-termserv-12-1.net.k-state.edu,A
hl-termserv-12-2.net.k-state.edu,A
hlview.net.k-state.edu,A
hy-hub.net.k-state.edu,A
hz-hub.net.k-state.edu,A
ics.net.k-state.edu,A
imwtchn.net.k-state.edu,A
jt-w-hub.net.k-state.edu,A
ju-bridge.net.k-state.edu,A
ju-switch-1b-2.net.k-state.edu,A
k-hub.net.k-state.edu,A
k-hub-0a-1.net.k-state.edu,A
k-hub-0a-5.net.k-state.edu,A
k-cisco.net.k-state.edu,A
kabsu-hub.net.k-state.edu,A
kec-switch-1a-1.net.k-state.edu,A
kec-switch-1a-2.net.k-state.edu,A
kf-bridge.net.k-state.edu,A
kfc-cisco.net.k-state.edu,A
kfc-fac-bridge.net.k-state.edu,A
kfc-fnd-bridge.net.k-state.edu,A
kfc-hub.net.k-state.edu,A
kfc-iso-bridge.net.k-state.edu,A
kfc-pub-bridge.net.k-state.edu,A
kfc-switch.net.k-state.edu,A
kfs-cisco.net.k-state.edu,A
kfs-hub.net.k-state.edu,A
kfs-switch.net.k-state.edu,A
kg-switch-0a-3.net.k-state.edu,A
kg-switch-0a-4.net.k-state.edu,A
koicvpn.net.k-state.edu,A
ksah-router-adalee-1.net.k-state.edu,A
ksah-router-becker-1a-1.net.k-state.edu,A
ksah-router-danny-1.net.k-state.edu,A
ksah-router-james-1.net.k-state.edu,A
ksah-router-krause-1.net.k-state.edu,A
ksah-router-kurt-1.net.k-state.edu,A
ksah-router-nathan-1.net.k-state.edu,A
ksre-router-chanute-6a-1.net.k-state.edu,A
ksre-router-colby-1a-1.net.k-state.edu,A
ksre-router-gardencity-3a-1.net.k-state.edu,A
ksre-router-hays-2a-1.net.k-state.edu,A
ksre-router-parsons-4a-1.net.k-state.edu,A
lhs-firewall-2a-1.net.k-state.edu,A
lhs-firewall-2a-2.net.k-state.edu,A
lhs-switch-2a-1.net.k-state.edu,A
lhs-switch-2a-2.net.k-state.edu,A
lhs-switch-2a-3.net.k-state.edu,A
lhs-switch-2a-4.net.k-state.edu,A
lhs-switch-2a-5.net.k-state.edu,A
lhs-switch-2a-6.net.k-state.edu,A
ls-hub.net.k-state.edu,A
ls-hub-0a-1.net.k-state.edu,A
lsh-hub.net.k-state.edu,A
m-bridge.net.k-state.edu,A
mf-switch-1b-2.net.k-state.edu,A
mo-hub.net.k-state.edu,A
monitor.net.k-state.edu,A
ms-hub.net.k-state.edu,A
n-switch.net.k-state.edu,A
n-dialup-rm18.net.k-state.edu,A
n-cns-bridge.net.k-state.edu,A
n-cis-bridge.net.k-state.edu,A
n-pub-bridge.net.k-state.edu,A
n-lab-bridge.net.k-state.edu,A
n-cns-hub.net.k-state.edu,A
n-gw.net.k-state.edu,A
n-lab-hub.net.k-state.edu,A
n-test-bridge.net.k-state.edu,A
n-cisco.net.k-state.edu,A
nac.net.k-state.edu,A
nerd1.net.k-state.edu,A
nerd2.net.k-state.edu,A
net-zen.net.k-state.edu,A
netman2.net.k-state.edu,A
netnag1.net.k-state.edu,A
netnag2.net.k-state.edu,A
nf-enddev-beef-1.net.k-state.edu,A
nf-enddev-dairy-1.net.k-state.edu,A
nf-enddev-feedmill-1.net.k-state.edu,A
nf-enddev-horse-1.net.k-state.edu,A
nf-enddev-nwcorner-1.net.k-state.edu,A
nf-enddev-poultry-1.net.k-state.edu,A
nf-enddev-swine-1.net.k-state.edu,A
ngm-switch-2a-1.net.k-state.edu,A
noc.net.k-state.edu,A
nocserver1.net.k-state.edu,A
noc1.net.k-state.edu,A
nocserver2.net.k-state.edu,A
nucleus.net.k-state.edu,A
signontest.net.k-state.edu,A
ocb1-switch-mdf-1.net.k-state.edu,A
origin.net.k-state.edu,A
pcifw.net.k-state.edu,A
ph-bridge.net.k-state.edu,A
policevpn.net.k-state.edu,A
pp-appliance-209-1.net.k-state.edu,A
pp-appliance-209-16.net.k-state.edu,A
pp-appliance-vpnconcentrator-209-2.net.k-state.edu,A
pp-cisco-1.net.k-state.edu,A
pp-cisco-2.net.k-state.edu,A
pp-cisco-3.net.k-state.edu,A
pp-cisco-5.net.k-state.edu,A
pp-cisco7000.net.k-state.edu,A
pp-cmanager-1.net.k-state.edu,A
pp-cmrem-1.net.k-state.edu,A
pp-enddev-209-1.net.k-state.edu,A
pp-firewall-209-1.net.k-state.edu,A
pp-hippie.net.k-state.edu,A
pp-hub.net.k-state.edu,A
pp-router-209-1.net.k-state.edu,A
pp-router-209-12.net.k-state.edu,A
pp-router-209-13.net.k-state.edu,A
pp-router-209-14.net.k-state.edu,A
pp-router-209-16.net.k-state.edu,A
pp-router-209-2.net.k-state.edu,A
pp-router-209-3.net.k-state.edu,A
pp-router-209-8.net.k-state.edu,A
pp-router-209-9.net.k-state.edu,A
pp-router-salina-1.net.k-state.edu,A
pp-router-salina-2.net.k-state.edu,A
pp-termserv-209-1.net.k-state.edu,A
pp-termserv-209-2.net.k-state.edu,A
pp-termserv-209-3.net.k-state.edu,A
pp-ups-2a-3.net.k-state.edu,A
pp-ups-2a-4.net.k-state.edu,A
pp-ups-2a-5.net.k-state.edu,A
pp-wellfleet.net.k-state.edu,A
ppview.net.k-state.edu,A
prptyq-router-1a-1.net.k-state.edu,A
prptyq-switch-1a-1.net.k-state.edu,A
prptyq-ups-1a-1.net.k-state.edu,A
ps-router-1a-1.net.k-state.edu,A
ps-switch-0a-1.net.k-state.edu,A
ps-switch-0a-2.net.k-state.edu,A
pu-hub-0a-1.net.k-state.edu,A
kr-cisco.net.k-state.edu,A
mlc-cisco.net.k-state.edu,A
s-hub.net.k-state.edu,A
s-hub-2a-1.net.k-state.edu,A
sal-cisco.net.k-state.edu,A
sf-apbridge-root-1.net.k-state.edu,A
sf-apbridge-towerpmp-3.net.k-state.edu,A
sf-apbridge-towerpp-2.net.k-state.edu,A
sf-enddev-cabin-1.net.k-state.edu,A
sf-enddev-flux-1.net.k-state.edu,A
sf-enddev-ksu1-1.net.k-state.edu,A
sh-bridge.net.k-state.edu,A
slam.net.k-state.edu,A
source.net.k-state.edu,A
sr-hub.net.k-state.edu,A
stc-enddev-191-1.net.k-state.edu,A
stc-router-191-1.net.k-state.edu,A
t-hub.net.k-state.edu,A
telnet.net.k-state.edu,A
th-bridge.net.k-state.edu,A
th-3e-hub.net.k-state.edu,A
th-2e-hub.net.k-state.edu,A
th-3c-hub.net.k-state.edu,A
th-1c-hub.net.k-state.edu,A
th-3w-hub.net.k-state.edu,A
th-2w-hub.net.k-state.edu,A
th-switch-1004-1.net.k-state.edu,A
th-switch-1302a-1.net.k-state.edu,A
th-switch-4022c-1.net.k-state.edu,A
um-bridge.net.k-state.edu,A
um-switch-2a-1.net.k-state.edu,A
un-switch.net.k-state.edu,A
vcs-appliance-b144-1.net.k-state.edu,A
vcs-switch.net.k-state.edu,A
vcs-switch-b144-1.net.k-state.edu,A
vms-bridge.net.k-state.edu,A
vms-router-0a-1.net.k-state.edu,A
vms-switch.net.k-state.edu,A
vms-switch-0a-3.net.k-state.edu,A
vmt-switch.net.k-state.edu,A
vms-cisco.net.k-state.edu,A
vpn.net.k-state.edu,A
vpntest.net.k-state.edu,A
vz-hub-0a-1.net.k-state.edu,A
vz-pub-bridge.net.k-state.edu,A
vz-pri-bridge.net.k-state.edu,A
wa-bridge-0a-1.net.k-state.edu,A
wa-east-bridge.net.k-state.edu,A
wa-hub.net.k-state.edu,A
wa-switch-3a-2.net.k-state.edu,A
wax-switch-1c-1.net.k-state.edu,A
wax-switch-1c-4.net.k-state.edu,A
wb-bridge.net.k-state.edu,A
wcs1.net.k-state.edu,A
wd-hub.net.k-state.edu,A
westview.net.k-state.edu,A
wh-cisco.net.k-state.edu,A
wh-cmanager-1.net.k-state.edu,A
wh-cmrem-1.net.k-state.edu,A
wh-firewall-0a-1.net.k-state.edu,A
wh-hub.net.k-state.edu,A
wh-router-0a-1.net.k-state.edu,A
wh-router-0a-2.net.k-state.edu,A
cacti.net.k-state.edu,A
cpmgmt.net.k-state.edu,A
cpmgmt1.net.k-state.edu,A
cpmgmt2.net.k-state.edu,A
ngml.k-state.edu,A
www.ngml.k-state.edu,A
ftp.ngml.k-state.edu,A
board.ngml.k-state.edu,A
caliber.ngml.k-state.edu,A
charger.ngml.k-state.edu,A
dakota.ngml.k-state.edu,A
hexadecane.ngml.k-state.edu,A
hydrogen.ngml.k-state.edu,A
nitro.ngml.k-state.edu,A
opc.ngml.k-state.edu,A
gaslab.ngml.k-state.edu,NS
charger.gaslab.ngml.k-state.edu,A
olathe.k-state.edu,TXT
olathe.k-state.edu,A
www.olathe.k-state.edu,A
1data.olathe.k-state.edu,A
oeie.k-state.edu,TXT
oeie.k-state.edu,A
apps.oeie.k-state.edu,A
calvin.oeie.k-state.edu,A
db.oeie.k-state.edu,A
demo.oeie.k-state.edu,A
dev.oeie.k-state.edu,A
epscor.oeie.k-state.edu,A
ethan.oeie.k-state.edu,A
hobbes.oeie.k-state.edu,A
intranet.oeie.k-state.edu,A
intranet.beta.oeie.k-state.edu,A
james.oeie.k-state.edu,A
jenkins.oeie.k-state.edu,A
joshua.oeie.k-state.edu,A
kpics.prod.oeie.k-state.edu,A
kpics.test.oeie.k-state.edu,A
kpics.demo.oeie.k-state.edu,A
kpics.staging.oeie.k-state.edu,A
lib.oeie.k-state.edu,A
mail.oeie.k-state.edu,A
misc.oeie.k-state.edu,A
mysql.oeie.k-state.edu,A
postgres.oeie.k-state.edu,A
redis.oeie.k-state.edu,A
smil.oeie.k-state.edu,A
test.oeie.k-state.edu,A
web.oeie.k-state.edu,A
www.oeie.k-state.edu,A
mailgun.oeie.k-state.edu,TXT
mailgun.oeie.k-state.edu,SPF
email.mailgun.oeie.k-state.edu,A
krs._domainkey.mailgun.oeie.k-state.edu,TXT
oip.k-state.edu,A
www.oip.k-state.edu,A
cobalt.olsonlab.k-state.edu,A
helium.olsonlab.k-state.edu,A
iridium.olsonlab.k-state.edu,A
rubidium.olsonlab.k-state.edu,A
urco.ondemand.k-state.edu,A
local.urco.ondemand.k-state.edu,A
optionsplusmilitary.k-state.edu,A
www.optionsplusmilitary.k-state.edu,A
dev.optionsplusmilitary.k-state.edu,A
oracle.k-state.edu,A
www.oracle.k-state.edu,A
research.orsp.k-state.edu,MX
oznet.k-state.edu,A
oznet.k-state.edu,TXT
oznet.k-state.edu,SPF
bigbug.oznet.k-state.edu,A
ksre-ksuad-ts.oznet.k-state.edu,A
vcenter.oznet.k-state.edu,A
4hyp-ts.oznet.k-state.edu,A
agcm-agjn-lab.oznet.k-state.edu,A
ansi-ts.oznet.k-state.edu,A
asi-genetics.oznet.k-state.edu,A
benyshek.oznet.k-state.edu,A
cundiff.oznet.k-state.edu,A
radon.oznet.k-state.edu,A
access1.oznet.k-state.edu,A
access2.oznet.k-state.edu,A
access3.oznet.k-state.edu,A
access4.oznet.k-state.edu,A
access5.oznet.k-state.edu,A
access6.oznet.k-state.edu,A
access7.oznet.k-state.edu,A
access8.oznet.k-state.edu,A
access9.oznet.k-state.edu,A
flash.oznet.k-state.edu,A
beef-genetics.oznet.k-state.edu,A
beefgenetics.oznet.k-state.edu,A
beefcattle1.oznet.k-state.edu,A
beefcattle2.oznet.k-state.edu,A
ksgreenyards.oznet.k-state.edu,A
www.ksgreenyards.oznet.k-state.edu,A
ksre-blogs.oznet.k-state.edu,A
ksre-cms1.oznet.k-state.edu,A
ksre-cms2.oznet.k-state.edu,A
ksre-cms3.oznet.k-state.edu,A
ksre-cms4.oznet.k-state.edu,A
ksre-cms5.oznet.k-state.edu,A
ksre-cms6.oznet.k-state.edu,A
ksre-dev1.oznet.k-state.edu,A
ksre-dev2.oznet.k-state.edu,A
ksre-devdb.oznet.k-state.edu,A
ksre-devdb2.oznet.k-state.edu,A
ksre-devlamp1.oznet.k-state.edu,A
ksre-devlamp1a.oznet.k-state.edu,A
ksre-devlamp1b.oznet.k-state.edu,A
ksre-devlamp1c.oznet.k-state.edu,A
ksre-devlamp2.oznet.k-state.edu,A
ksre-devlamp2a.oznet.k-state.edu,A
ksre-devlamp2b.oznet.k-state.edu,A
ksre-devlamp2c.oznet.k-state.edu,A
ksre-devlamp3.oznet.k-state.edu,A
ksre-devlamp4.oznet.k-state.edu,A
ksre-dvc.oznet.k-state.edu,A
ksre-stream1.oznet.k-state.edu,A
ksre-stream2.oznet.k-state.edu,A
ksre-stream3.oznet.k-state.edu,A
ksre-dc1.oznet.k-state.edu,A
ksre-dc2.oznet.k-state.edu,A
ksre-dc3.oznet.k-state.edu,A
ksre-dc4.oznet.k-state.edu,A
ksre-dc5.oznet.k-state.edu,A
ksre-dc6.oznet.k-state.edu,A
ksre-ids.oznet.k-state.edu,A
gsi-back.oznet.k-state.edu,A
4hfd-back.oznet.k-state.edu,A
ksre-nasbk1.oznet.k-state.edu,A
ksre-nasbk2.oznet.k-state.edu,A
comm-nasbk1.oznet.k-state.edu,A
comm-nasbk2.oznet.k-state.edu,A
gsi-nas1.oznet.k-state.edu,A
ksre-vcenter.oznet.k-state.edu,A
gsi-storage.oznet.k-state.edu,A
igpevents.oznet.k-state.edu,A
www.igpevents.oznet.k-state.edu,A
chaos.oznet.k-state.edu,A
tinman.oznet.k-state.edu,A
ftp.oznet.k-state.edu,A
mercury.oznet.k-state.edu,A
smtp.oznet.k-state.edu,A
webmail.oznet.k-state.edu,A
pop.oznet.k-state.edu,A
benchmarkfeed.oznet.k-state.edu,A
www.benchmarkfeed.oznet.k-state.edu,A
bmf.oznet.k-state.edu,A
www.bmf.oznet.k-state.edu,A
lolly.oznet.k-state.edu,A
media.oznet.k-state.edu,A
ksre-web1.oznet.k-state.edu,A
ksre-web2.oznet.k-state.edu,A
dorothy.oznet.k-state.edu,A
stream.oznet.k-state.edu,A
authenticate.oznet.k-state.edu,A
bison.oznet.k-state.edu,A
gizmo.oznet.k-state.edu,A
twister.oznet.k-state.edu,A
lion.oznet.k-state.edu,A
gaia.oznet.k-state.edu,A
munchkin.oznet.k-state.edu,A
castle.oznet.k-state.edu,A
emerald.oznet.k-state.edu,A
orion.oznet.k-state.edu,A
support.oznet.k-state.edu,A
list.oznet.k-state.edu,A
list.oznet.k-state.edu,TXT
list.oznet.k-state.edu,SPF
list.oznet.k-state.edu,MX
lists.oznet.k-state.edu,A
hera.oznet.k-state.edu,A
dumpty.oznet.k-state.edu,A
toto.oznet.k-state.edu,A
witch.oznet.k-state.edu,A
ns.oznet.k-state.edu,A
hermes.oznet.k-state.edu,A
delphin.oznet.k-state.edu,A
intranet.oznet.k-state.edu,A
aura.oznet.k-state.edu,A
ksre-files.oznet.k-state.edu,A
scarecrow.oznet.k-state.edu,A
rainbow.oznet.k-state.edu,A
accounts.oznet.k-state.edu,A
ldap.oznet.k-state.edu,A
www.oznet.k-state.edu,A
scrollkeeper.oznet.k-state.edu,A
toolkit.oznet.k-state.edu,A
temp1.oznet.k-state.edu,A
temp2.oznet.k-state.edu,A
temp3.oznet.k-state.edu,A
temp4.oznet.k-state.edu,A
temp5.oznet.k-state.edu,A
temp6.oznet.k-state.edu,A
firecert.oznet.k-state.edu,A
ogre.oznet.k-state.edu,A
othello.oznet.k-state.edu,A
test0.oznet.k-state.edu,A
test1.oznet.k-state.edu,A
test2.oznet.k-state.edu,A
test3.oznet.k-state.edu,A
test4.oznet.k-state.edu,A
moneypit-www.oznet.k-state.edu,A
test5.oznet.k-state.edu,A
moneypit-db.oznet.k-state.edu,A
test6.oznet.k-state.edu,A
moneypit-db2.oznet.k-state.edu,A
test7.oznet.k-state.edu,A
ksre-cms.oznet.k-state.edu,A
ksre-db2.oznet.k-state.edu,A
ksre-db3.oznet.k-state.edu,A
ksre-db1.oznet.k-state.edu,A
charon.oznet.k-state.edu,A
zeus.oznet.k-state.edu,A
xena.oznet.k-state.edu,A
ares.oznet.k-state.edu,A
apollo.oznet.k-state.edu,A
eros.oznet.k-state.edu,A
cyclop.oznet.k-state.edu,A
phoenix.oznet.k-state.edu,A
atlas.oznet.k-state.edu,A
cupid.oznet.k-state.edu,A
juno.oznet.k-state.edu,A
ra.oznet.k-state.edu,A
isis.oznet.k-state.edu,A
hercules.oznet.k-state.edu,A
ramses.oznet.k-state.edu,A
freya.oznet.k-state.edu,A
hades.oznet.k-state.edu,A
diana.oznet.k-state.edu,A
oceana.oznet.k-state.edu,A
ceres.oznet.k-state.edu,A
rook.oznet.k-state.edu,A
bishop.oznet.k-state.edu,A
king.oznet.k-state.edu,A
queen.oznet.k-state.edu,A
knight.oznet.k-state.edu,A
gadget.oznet.k-state.edu,A
widget.oznet.k-state.edu,A
thingie.oznet.k-state.edu,A
whatsit.oznet.k-state.edu,A
floozle.oznet.k-state.edu,A
quark.oznet.k-state.edu,A
hectus.oznet.k-state.edu,A
sisco.oznet.k-state.edu,A
data.oznet.k-state.edu,A
worf.oznet.k-state.edu,A
laforge.oznet.k-state.edu,A
dink.oznet.k-state.edu,A
rescue.oznet.k-state.edu,A
poobah.oznet.k-state.edu,A
tekkie.oznet.k-state.edu,A
questor.oznet.k-state.edu,A
iris.oznet.k-state.edu,A
daneel.oznet.k-state.edu,A
venus.oznet.k-state.edu,A
mars.oznet.k-state.edu,A
jupiter.oznet.k-state.edu,A
saturn.oznet.k-state.edu,A
uranus.oznet.k-state.edu,A
neptune.oznet.k-state.edu,A
pluto.oznet.k-state.edu,A
sol.oznet.k-state.edu,A
moon.oznet.k-state.edu,A
io.oznet.k-state.edu,A
europa.oznet.k-state.edu,A
thallius.oznet.k-state.edu,A
phobos.oznet.k-state.edu,A
brg.oznet.k-state.edu,A
warrior.oznet.k-state.edu,A
rocky.oznet.k-state.edu,A
bullwinkle.oznet.k-state.edu,A
hedge.oznet.k-state.edu,A
aspen.oznet.k-state.edu,A
birch.oznet.k-state.edu,A
redbud.oznet.k-state.edu,A
lilac.oznet.k-state.edu,A
buckeye.oznet.k-state.edu,A
willow.oznet.k-state.edu,A
elm.oznet.k-state.edu,A
pine.oznet.k-state.edu,A
ash.oznet.k-state.edu,A
cedar.oznet.k-state.edu,A
walnut.oznet.k-state.edu,A
pecan.oznet.k-state.edu,A
maple.oznet.k-state.edu,A
hickory.oznet.k-state.edu,A
oak.oznet.k-state.edu,A
dogwood.oznet.k-state.edu,A
fir.oznet.k-state.edu,A
chestnut.oznet.k-state.edu,A
poplar.oznet.k-state.edu,A
chuck-b.oznet.k-state.edu,A
linus.oznet.k-state.edu,A
snoopy.oznet.k-state.edu,A
wdstock.oznet.k-state.edu,A
p-patty.oznet.k-state.edu,A
lucy.oznet.k-state.edu,A
marcie.oznet.k-state.edu,A
sally.oznet.k-state.edu,A
pig-pen.oznet.k-state.edu,A
teacher.oznet.k-state.edu,A
scooter.oznet.k-state.edu,A
thor.oznet.k-state.edu,A
odin.oznet.k-state.edu,A
loki.oznet.k-state.edu,A
athena.oznet.k-state.edu,A
artemis.oznet.k-state.edu,A
froeya.oznet.k-state.edu,A
snookie.oznet.k-state.edu,A
wimpy.oznet.k-state.edu,A
popeye.oznet.k-state.edu,A
brutis.oznet.k-state.edu,A
matthew.oznet.k-state.edu,A
mark.oznet.k-state.edu,A
luke.oznet.k-state.edu,A
john.oznet.k-state.edu,A
acts.oznet.k-state.edu,A
ksre-medialab1.oznet.k-state.edu,A
ksre-medialab2.oznet.k-state.edu,A
emerald-city.oznet.k-state.edu,A
pdis-gis1.oznet.k-state.edu,A
kawnug.oznet.k-state.edu,A
wms.oznet.k-state.edu,A
qts.oznet.k-state.edu,A
rvs.oznet.k-state.edu,A
gsivm.oznet.k-state.edu,A
plantgenomics.k-state.edu,A
www.plantgenomics.k-state.edu,A
plantpath.k-state.edu,A
coding.plantpath.k-state.edu,A
diaglab.plantpath.k-state.edu,A
intranet.plantpath.k-state.edu,A
microscope.plantpath.k-state.edu,A
pacific.plantpath.k-state.edu,A
plantpath.plantpath.k-state.edu,A
plantpath1.plantpath.k-state.edu,A
pp_cluster.plantpath.k-state.edu,A
ppath.plantpath.k-state.edu,A
pst.plantpath.k-state.edu,A
pstpm.plantpath.k-state.edu,A
qcoding.plantpath.k-state.edu,A
rust.plantpath.k-state.edu,A
wheat.plantpath.k-state.edu,A
wheatgenomics.plantpath.k-state.edu,A
www.plantpath.k-state.edu,A
pp.k-state.edu,A
coding.pp.k-state.edu,A
clinic.pp.k-state.edu,A
diaglab.pp.k-state.edu,A
microscope.pp.k-state.edu,A
plantpath.pp.k-state.edu,A
plantpath1.pp.k-state.edu,A
ppath.pp.k-state.edu,A
pst.pp.k-state.edu,A
pstpm.pp.k-state.edu,A
rust.pp.k-state.edu,A
wheat.pp.k-state.edu,A
www.pp.k-state.edu,A
ksups1.print.k-state.edu,A
bnstorage.psych.k-state.edu,A
starlab.psych.k-state.edu,A
recservices.k-state.edu,A
www.recservices.k-state.edu,A
nc.registrar.k-state.edu,A
hi.registrar.k-state.edu,A
pr.registrar.k-state.edu,A
research.k-state.edu,MX
royalpurple.k-state.edu,A
royalpurple.k-state.edu,MX
www.royalpurple.k-state.edu,A
sac.k-state.edu,A
search.k-state.edu,A
www.search.k-state.edu,A
gsa.search.k-state.edu,A
secureit.k-state.edu,A
www.secureit.k-state.edu,A
threats.secureit.k-state.edu,A
smtp.k-state.edu,A
apprelay.smtp.k-state.edu,A
soilwater.k-state.edu,A
www.soilwater.k-state.edu,A
spub.k-state.edu,A
ns.spub.k-state.edu,A
www.spub.k-state.edu,A
ftp.spub.k-state.edu,A
pop.spub.k-state.edu,A
mailhost.spub.k-state.edu,A
mailhost.spub.k-state.edu,MX
bart.spub.k-state.edu,A
bart.spub.k-state.edu,MX
jea.spub.k-state.edu,A
homer.spub.k-state.edu,A
homer.spub.k-state.edu,MX
maggie.spub.k-state.edu,A
classstation.spub.k-state.edu,A
barney.spub.k-state.edu,A
magma.spub.k-state.edu,A
sideshowbob.spub.k-state.edu,A
mrburns.spub.k-state.edu,A
chat.spub.k-state.edu,A
billing.spub.k-state.edu,A
proc.spub.k-state.edu,A
royal.spub.k-state.edu,A
ron.spub.k-state.edu,A
garfield.spub.k-state.edu,A
nermal.spub.k-state.edu,A
odie.spub.k-state.edu,A
pinky.spub.k-state.edu,A
brain.spub.k-state.edu,A
itchy.spub.k-state.edu,A
scratchy.spub.k-state.edu,A
smithers.spub.k-state.edu,A
havok.spub.k-state.edu,A
karma.spub.k-state.edu,A
charliebrown.spub.k-state.edu,A
shaggy.spub.k-state.edu,A
scooby.spub.k-state.edu,A
scrappy.spub.k-state.edu,A
calvin.spub.k-state.edu,A
hobbes.spub.k-state.edu,A
pooh.spub.k-state.edu,A
piglet.spub.k-state.edu,A
elmer.spub.k-state.edu,A
daffyduck.spub.k-state.edu,A
sylvester.spub.k-state.edu,A
goofey.spub.k-state.edu,A
mini.spub.k-state.edu,A
porkypig.spub.k-state.edu,A
bugsbunny.spub.k-state.edu,A
fozzie.spub.k-state.edu,A
gonzo.spub.k-state.edu,A
rowlf.spub.k-state.edu,A
mspiggy.spub.k-state.edu,A
kermit.spub.k-state.edu,A
beeker.spub.k-state.edu,A
scooter.spub.k-state.edu,A
larry.spub.k-state.edu,A
curly.spub.k-state.edu,A
moe.spub.k-state.edu,A
shemp.spub.k-state.edu,A
bobafett.spub.k-state.edu,A
jackieo.spub.k-state.edu,A
hillary.spub.k-state.edu,A
magneto.spub.k-state.edu,A
zane.spub.k-state.edu,A
masque.spub.k-state.edu,A
mariko.spub.k-state.edu,A
psylocke.spub.k-state.edu,A
polaris.spub.k-state.edu,A
rogue.spub.k-state.edu,A
zaladane.spub.k-state.edu,A
zorbo.spub.k-state.edu,A
flippy.spub.k-state.edu,A
spawn.spub.k-state.edu,A
butch.spub.k-state.edu,A
buster.spub.k-state.edu,A
felix.spub.k-state.edu,A
fred.spub.k-state.edu,A
crash.spub.k-state.edu,A
help.spub.k-state.edu,A
pop.stat.k-state.edu,A
imap.stat.k-state.edu,A
smb.stat.k-state.edu,A
xdm.stat.k-state.edu,A
ftp.stat.k-state.edu,A
statistics.stat.k-state.edu,A
trend.stat.k-state.edu,A
mailhost.stat.k-state.edu,A
kekemp.stat.k-state.edu,A
room3.stat.k-state.edu,A
prt3.stat.k-state.edu,A
friskie.stat.k-state.edu,A
statsrvr.stat.k-state.edu,A
room3c.stat.k-state.edu,A
ginger.stat.k-state.edu,A
molly.stat.k-state.edu,A
sugar.stat.k-state.edu,A
hoover.stat.k-state.edu,A
sis.stat.k-state.edu,A
jake.stat.k-state.edu,A
stormy.stat.k-state.edu,A
silver.stat.k-state.edu,A
skipper.stat.k-state.edu,A
willie.stat.k-state.edu,A
cassie.stat.k-state.edu,A
barny.stat.k-state.edu,A
blah.stat.k-state.edu,A
cecil.stat.k-state.edu,A
jigs.stat.k-state.edu,A
gabby.stat.k-state.edu,A
bubba.stat.k-state.edu,A
zac.stat.k-state.edu,A
sorrento.stat.k-state.edu,A
tippy.stat.k-state.edu,A
meow.stat.k-state.edu,A
stamps.stat.k-state.edu,A
bastet.stat.k-state.edu,A
room108.stat.k-state.edu,A
room10.stat.k-state.edu,A
dutchess.stat.k-state.edu,A
stat-web.stat.k-state.edu,A
sustainability.k-state.edu,A
www.sustainability.k-state.edu,A
webdev.sustainability.k-state.edu,A
tbioptions.k-state.edu,A
www.tbioptions.k-state.edu,A
telenet2.k-state.edu,A
www.telenet2.k-state.edu,A
teval.k-state.edu,A
beta.teval.k-state.edu,A
www.teval.k-state.edu,A
public.teval.k-state.edu,A
webdev.public.teval.k-state.edu,A
www.public.teval.k-state.edu,A
is.txhub.k-state.edu,A
is-dev.txhub.k-state.edu,A
is-test.txhub.k-state.edu,A
my.txhub.k-state.edu,A
my-test.txhub.k-state.edu,A
is2.txhub.k-state.edu,A
mws2.txhub.k-state.edu,A
is2-test.txhub.k-state.edu,A
mws2-test.txhub.k-state.edu,A
tinman.umb.k-state.edu,A
mercury.umb.k-state.edu,A
bison.umb.k-state.edu,A
gizmo.umb.k-state.edu,A
twister.umb.k-state.edu,A
lion.umb.k-state.edu,A
munchkin.umb.k-state.edu,A
castle.umb.k-state.edu,A
scarecrow.umb.k-state.edu,A
humpty.umb.k-state.edu,A
dumpty.umb.k-state.edu,A
toto.umb.k-state.edu,A
witch.umb.k-state.edu,A
gadget.umb.k-state.edu,A
widget.umb.k-state.edu,A
thingie.umb.k-state.edu,A
whatsit.umb.k-state.edu,A
